Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Kosovo,XKX,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,32067.9623756889,31707.8737443551,25236.0755848941,34018.6342592913,39981.7691035833,34075.849012909
Kuwait,KWT,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..,..,..,..,..,..
Kuwait,KWT,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,74.5099989061366,72.0643503604847,73.6753293712972,65.9408689214824,..,..
Kuwait,KWT,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,49.614,49.32,46.538,47.507,49.616,48.179
Kuwait,KWT,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,5.959,6,8.503,7.442,5.927,5.893
Kuwait,KWT,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,3.07692307692308,4.61538461538462,6.34920634920635,1.53846153846154,6.25,3.07692307692308
Kuwait,KWT,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.435,83.03,80.4,79.3,81.1,83.7
Kuwait,KWT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,5.158,4.499,2.994,2.132,1.671,1.576
Kuwait,KWT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,8,7,33,75,8,8
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1283.5203037417,1421.99927504102,1229.51766602907,1349.99730650542,1739.72018344174,2138.22210211478
Kyrgyz Republic,KGZ,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,91.0594350779724,91.5009835275856,92.1680769300161,93.1961318508701,..,92.1027509613575
