Country Name,Country Code,adolescent_fertility,gdp_per_capita,female_labor_force_participation,female_life_expectancy,maternal_mortality,women_in_parliament,female_secondary_enrollment,female_tertiary_enrollment,female_unemployment,female_secondary_enrollment_norm,female_tertiary_enrollment_norm,female_labor_force_participation_norm,female_life_expectancy_norm,women_in_parliament_norm,female_unemployment_norm,maternal_mortality_norm,adolescent_fertility_norm,education_index,economic_participation_index,health_index,political_representation_index,womens_development_index,Economy,Economy Code,ISO Code,Region,Income Group,Report Year,I. Economy LF Index,1. Safety LF Topic Score,2. Mobility LF Topic Score,3. Work LF Topic Score,4. Pay LF Topic Score,5. Marriage LF Topic Score,6. Parenthood LF Topic Score,7. Childcare LF Topic Score,8. Entrepreneurship LF Topic Score,9. Assets LF Topic Score,10. Pension LF Topic Score,II. Economy SF Index,1. Safety SF Topic Score,2. Mobility SF Topic Score,3. Work SF Topic Score,4. Pay SF Topic Score,5. Marriage SF Topic Score,6. Parenthood SF Topic Score,7. Childcare SF Topic Score,8. Entrepreneurship SF Topic Score,9. Assets SF Topic Score,10. Pension SF Topic Score,III. Economy EP Index,1. Safety EP Topic Score,2. Mobility EP Topic Score,3. Work EP Topic Score,4. Pay EP Topic Score,5. Marriage EP Topic Score,6. Parenthood EP Topic Score,7. Childcare EP Topic Score,8. Entrepreneurship EP Topic Score,9. Assets EP Topic Score,10. Pension EP Topic Score
Tanzania,TZA,113.209,1224.00219726563,80.33,69.775,276.0,37.4045801526718,29.2047595977783,4.66307392103225,2.211,0.1765211875547605,0.0144289663393592,0.9675346288757456,0.4507751821753082,0.610687022900764,0.9496607187735612,0.7227822580645161,0.263038860018956,0.0954750769470599,0.9585976738246534,0.4788654334195934,0.610687022900764,0.5359063017730177,Tanzania,TZA,TZA,Sub-Saharan Africa,Lower middle income,2026,66.85,12.5,87.5,75.0,100.0,100,76.75,41.75,50.0,50,75.0,32.92,79.25,50.0,0.0,50.0,0.0,25.0,0.0,25.0,50.0,50.0,47.56,4.69,87.5,50,50,62.5,43.75,25.06,43.75,62.5,45.83
"Venezuela, RB",VEN,73.295,3617.43594578269,36.158,76.501,227.0,22.1556886227545,101.692710876465,60.20214459287705,5.937,0.6603568963067458,0.343282654188705,0.4020534091200041,0.652472486280625,0.3617255285347673,0.8560191002764513,0.7721774193548387,0.5239402555806125,0.5018197752477254,0.6290362546982278,0.6495300537386921,0.3617255285347673,0.5355279030548532,"Venezuela, RB",VEN,VEN,Latin America & Caribbean,,2026,74.8,93.75,100.0,66.75,75.0,100,100.0,41.75,25.0,100,45.75,26.33,16.5,75.0,16.75,0.0,37.5,25.0,0.0,42.5,0.0,50.0,51.51,42.19,100,40.63,28.13,100,50,16.69,25,100,12.5
Sierra Leone,SLE,93.592,758.329137378248,51.774,63.502,354.0,28.1879194630873,91.7119293212891,60.20214459287705,2.096,0.5937381212901709,0.343282654188705,0.6019663568630462,0.262662308453534,0.4602109300095885,0.9525508921839658,0.6441532258064516,0.3912671176912768,0.468510387739438,0.777258624523506,0.4326942173170875,0.4602109300095885,0.534668539897405,Sierra Leone,SLE,SLE,Sub-Saharan Africa,Low income,2026,71.88,68.75,87.5,66.75,100.0,100,75.0,0.0,62.5,75,83.25,43.13,81.25,75.0,25.0,50.0,50.0,0.0,0.0,25.0,50.0,75.0,51.03,23.44,84.38,37.5,75,71.88,62.5,0,42.19,53.13,60.31
Tajikistan,TJK,40.437,1178.47990060249,21.674,73.976,14.0,26.984126984127,83.7874636593437,34.0234005542585,4.104,0.5408446487558539,0.1882750817496498,0.2166321017999334,0.5767535310522685,0.440557175251053,0.9020859512440312,0.9868951612903226,0.7387194823021865,0.3645598652527518,0.5593590265219823,0.7674560582149258,0.440557175251053,0.5329830313101782,Tajikistan,TJK,TJK,Europe & Central Asia,Lower middle income,2026,70.22,25.0,100.0,87.5,56.25,100,75.0,41.75,50.0,100,66.75,44.3,85.5,75.0,50.0,0.0,37.5,25.0,0.0,95.0,12.5,62.5,54.37,18.75,71.88,59.38,62.29,81.25,68.75,27.13,37.5,75,41.75
Cambodia,KHM,46.89,2429.74853452838,77.22,73.187,137.0,13.6,60.3343523907692,18.7855793507951,0.208,0.3843020439104834,0.0980500629128078,0.9277210231200552,0.5530932317749722,0.2220408163265306,1.0,0.8629032258064516,0.6965388763604274,0.2411760534116456,0.9638605115600276,0.7041784446472837,0.2220408163265306,0.5328139564863719,Cambodia,KHM,KHM,East Asia & Pacific,Lower middle income,2026,62.73,25.0,100.0,50.0,75.0,75,60.5,0.0,50.0,100,91.75,55.75,25.0,75.0,25.0,87.5,62.5,75.0,0.0,95.0,37.5,75.0,41.17,6.25,84.38,31.25,28.13,59.38,30.25,0,37.5,71.88,62.63
Tonga,TON,24.841,5651.59373063157,42.617,76.405,67.0,7.14285714285714,97.895246159429,58.6076201875125,2.31,0.6350099386342368,0.333841278509804,0.4847402514274009,0.6495936665966953,0.1166180758017492,0.9471726564463432,0.933467741935484,0.8406641173971304,0.4844256085720204,0.7159564539368721,0.8079085086431032,0.1166180758017492,0.5312271617384362,Tonga,TON,TON,East Asia & Pacific,Upper middle income,2026,39.8,31.25,75.0,25.0,75.0,100,0.0,0.0,25.0,0,66.75,27.5,50.0,75.0,25.0,12.5,37.5,0.0,0.0,50.0,0.0,25.0,22.99,14.06,..,25,53.13,..,0,0,18.75,..,50
Suriname,SUR,48.032,5521.97602122638,44.348,76.835,84.0,29.4117647058824,78.089997077636,6.06664974435218,10.81,0.502815738667705,0.0227397119116457,0.5069001715441533,0.6624883797642963,0.480192076830733,0.7335511435033928,0.9163306451612904,0.6890740922312646,0.2627777252896753,0.620225657523773,0.7559643723856171,0.480192076830733,0.5297899580074497,Suriname,SUR,SUR,Latin America & Caribbean,Upper middle income,2026,71.22,31.25,100.0,75.0,75.0,100,89.25,50.0,25.0,100,66.75,25.83,16.5,50.0,16.75,0.0,50.0,25.0,0.0,50.0,25.0,25.0,45.77,25,98.44,28.13,37.5,70.83,63.38,0,0,84.38,50.06
Morocco,MAR,25.103,3813.72607421875,19.671,77.6,70.0,24.3037974683544,87.2227171713839,51.8200104174748,10.578,0.5637739533978161,0.2936510038516666,0.1909900914048698,0.6854289741206103,0.3967966933608882,0.7393817542096004,0.9304435483870968,0.8389515311958688,0.4287124786247414,0.4651859228072351,0.8182746845678587,0.3967966933608882,0.5272424448401809,Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,2026,60.95,68.75,87.5,58.25,68.75,50,80.25,41.75,62.5,25,66.75,49.38,56.25,50.0,50.0,25.0,100.0,50.0,0.0,50.0,62.5,50.0,52.34,34.38,93.75,46.88,60.69,43.75,74,20.88,53.13,31.25,64.69
Eritrea,ERI,65.177,7133.02838048328,72.862,70.656,291.0,22.0,40.2760810852051,60.20214459287705,6.651,0.2504189951793117,0.343282654188705,0.8719307678521135,0.4771943503163703,0.3591836734693877,0.8380748931892436,0.7076612903225806,0.5770042814655031,0.2968508246840083,0.8550028305206785,0.5872866407014846,0.3591836734693877,0.5245809923438898,Eritrea,ERI,ERI,Sub-Saharan Africa,Low income,2026,50.28,12.5,100.0,50.0,75.0,75,40.25,0.0,25.0,100,25.0,10.0,0.0,75.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,34.22,0,85.94,31.25,..,62.5,25.13,0,25,78.13,0
Fiji,FJI,21.169,5926.20586394763,38.419,69.362,30.0,10.9090909090909,99.1709898140329,70.9389846794427,6.977,0.6435251514995866,0.406856808664173,0.4309982845584657,0.4383902599934025,0.178107606679035,0.8298818798693139,0.970766129032258,0.86466647056901,0.5251909800818798,0.6304400822138898,0.7579409531982235,0.178107606679035,0.5229199055432571,Fiji,FJI,FJI,East Asia & Pacific,Upper middle income,2026,63.75,43.75,100.0,75.0,68.75,100,50.0,0.0,50.0,100,50.0,41.43,66.75,75.0,50.0,37.5,87.5,0.0,0.0,35.0,37.5,25.0,32.34,21.88,65.63,18.75,3.56,75,20.83,0,25,84.38,8.33
Equatorial Guinea,GNQ,150.442,6677.793435386,53.265,65.661,174.0,31.0,94.6070022583008,60.20214459287705,9.244,0.6130618798136043,0.343282654188705,0.6210538443812889,0.3274057636369088,0.5061224489795918,0.7729077657702941,0.8256048387096774,0.0196620583717356,0.4781722670011546,0.6969808050757915,0.3908908869061072,0.5061224489795918,0.5180416019906613,Equatorial Guinea,GNQ,GNQ,Sub-Saharan Africa,Upper middle income,2026,49.15,12.5,75.0,25.0,100.0,25,87.5,33.25,0.0,75,58.25,26.75,25.0,75.0,0.0,50.0,12.5,0.0,0.0,55.0,25.0,25.0,42.49,6.25,87.5,31.25,65.63,40.63,65.63,11.44,6.25,66.67,43.69
Kenya,KEN,56.313,1942.58802756191,62.946,65.92,149.0,23.2758620689655,84.7505339840655,7.29617444896105,6.83,0.5472728593056089,0.0300198793419135,0.7449880943236806,0.3351725792425105,0.3800140745953551,0.833576275446092,0.8508064516129032,0.6349446024120011,0.2886463693237612,0.7892821848848863,0.6069745444224717,0.3800140745953551,0.5162292933066186,Kenya,KEN,KEN,Sub-Saharan Africa,Lower middle income,2026,68.75,43.75,100.0,50.0,100.0,100,73.0,33.25,62.5,75,50.0,48.68,16.75,75.0,50.0,75.0,50.0,25.0,25.0,70.0,50.0,50.0,54.28,20.31,93.75,50,75,78.13,61,8.31,50,68.75,37.5
Vanuatu,VUT,66.219,3482.61458237637,53.604,73.927,100.0,1.92307692307692,134.925790252936,60.20214459287705,6.292,0.8821779055984453,0.343282654188705,0.625393655426684,0.575284133505263,0.031397174254317,0.8470972606182459,0.9002016129032258,0.5701931561917835,0.6127302798935752,0.7362454580224649,0.6818929675334241,0.031397174254317,0.5155664699259452,Vanuatu,VUT,VUT,East Asia & Pacific,Lower middle income,2026,45.48,25.0,75.0,25.0,50.0,75,21.5,33.25,50.0,50,50.0,23.75,25.0,75.0,25.0,37.5,25.0,25.0,0.0,0.0,0.0,25.0,40.06,15.63,93.75,25,46.88,75,21.5,10.38,43.75,56.25,12.5
Palau,PLW,29.927,15610.8231931032,53.205,71.798,89.0,6.25,97.6190476190476,49.6957403651116,5.473,0.6331663947875094,0.2810729388560328,0.6202857362316613,0.511440309473116,0.1020408163265306,0.8676803216888666,0.9112903225806452,0.8074190280092819,0.4571196668217711,0.7439830289602639,0.7433832200210144,0.1020408163265306,0.511631683032395,Palau,PLW,PLW,East Asia & Pacific,High income,2026,43.75,12.5,100.0,25.0,75.0,100,0.0,25.0,25.0,0,75.0,12.5,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,28.42,9.38,..,25,62.5,..,0,18.75,25,..,58.33
South Sudan,SSD,97.132,7133.02838048328,70.393,60.627,692.0,32.3636363636364,94.6070022583008,60.20214459287705,13.593,0.6130618798136043,0.343282654188705,0.8403231174949433,0.176447656460851,0.5283858998144719,0.6636089469716009,0.3034274193548387,0.3681275942085824,0.4781722670011546,0.7519660322332721,0.2826675566747574,0.5283858998144719,0.510297938930914,South Sudan,SSD,SSD,Sub-Saharan Africa,Low income,2026,62.1,18.75,100.0,75.0,100.0,100,85.5,0.0,50.0,25,66.75,19.05,35.5,75.0,0.0,25.0,0.0,25.0,0.0,5.0,0.0,25.0,38.29,7.06,71.88,40.63,56.25,56.25,76.83,0,25,37.5,11.5
St. Lucia,LCA,27.829,13554.7684784933,62.135,76.304,44.0,11.1111111111111,90.5332412719727,20.5900497436523,13.598,0.5858707259826947,0.1087345546791937,0.734605832501216,0.6465649083875611,0.1814058956916098,0.663483287258105,0.9566532258064516,0.8211327907964833,0.3473026403309442,0.6990445598796605,0.8081169749968321,0.1814058956916098,0.5089675177247617,St. Lucia,LCA,LCA,Latin America & Caribbean,Upper middle income,2026,64.83,25.0,75.0,75.0,100.0,75,73.25,0.0,25.0,100,100.0,28.33,20.75,50.0,25.0,37.5,62.5,25.0,0.0,0.0,12.5,50.0,52.16,10.94,79.69,56.25,71.88,59.38,51.81,0,25,100,66.67
Nepal,NPL,67.169,1382.33055769304,27.302,71.837,142.0,33.0882352941176,90.7214299008772,20.7927142124166,11.933,0.5871268296114898,0.1099345559961576,0.2886806462349899,0.5126098299697124,0.5402160864345731,0.7053279718522242,0.8578629032258065,0.5639833970650717,0.3485306928038237,0.497004309043607,0.6448187100868635,0.5402160864345731,0.5076424495922169,Nepal,NPL,NPL,South Asia,Lower middle income,2026,57.93,62.5,50.0,50.0,100.0,75,62.5,25.0,37.5,50,66.75,44.68,66.75,75.0,25.0,12.5,50.0,50.0,0.0,42.5,75.0,50.0,40.01,28.13,68.75,28.13,43.75,66.67,37.5,9.38,31.25,50,36.5
Kiribati,KIR,44.026,2177.70125812262,53.205,68.17,80.0,6.66666666666667,100.551571980143,60.20214459287705,5.473,0.6527401305277859,0.343282654188705,0.6202857362316613,0.4026449155846103,0.108843537414966,0.8676803216888666,0.9203629032258064,0.7152596659803249,0.4980113923582454,0.7439830289602639,0.6794224949302472,0.108843537414966,0.5075651134159307,Kiribati,KIR,KIR,East Asia & Pacific,Lower middle income,2026,55.9,37.5,75.0,75.0,100.0,100,46.5,0.0,25.0,50,50.0,26.65,41.5,75.0,0.0,50.0,25.0,50.0,0.0,0.0,0.0,25.0,37.17,17.19,68.75,43.75,50,75,23.25,0,18.75,50,25
Lao PDR,LAO,81.654,2066.94979776957,61.407,71.25,112.0,21.9512195121951,53.2568302183413,12.6891498565674,0.871,0.3370616695296532,0.0619523519205596,0.7252861202857361,0.4950070471106845,0.3583872573419608,0.98333752199045,0.8881048387096774,0.4693009118541034,0.1995070107251064,0.854311821138093,0.6174709325581551,0.3583872573419608,0.5074192554408288,Lao PDR,LAO,LAO,East Asia & Pacific,Lower middle income,2026,73.03,50.0,100.0,70.75,75.0,100,67.75,50.0,50.0,100,66.75,47.33,83.25,75.0,25.0,50.0,75.0,25.0,0.0,65.0,25.0,50.0,47.87,18.75,96.88,45.81,37.5,68.75,33.88,12.5,50,68.75,45.88
India,IND,14.06,2530.12031278204,30.984,73.598,80.0,15.2416356877323,78.7503140925354,35.2437991377201,4.057,0.5072231601118089,0.195501212290954,0.3358168830171288,0.5654181785467957,0.2488430316364457,0.9032671525508922,0.9203629032258064,0.9111350786024772,0.3513621862013814,0.6195420177840105,0.7989720534583599,0.2488430316364457,0.5046798222700494,India,IND,IND,South Asia,Lower middle income,2026,57.93,56.25,75.0,50.0,43.75,100,50.0,25.0,37.5,75,66.75,54.75,75.0,75.0,75.0,37.5,75.0,50.0,0.0,72.5,37.5,50.0,43.17,25,90.63,34.38,27.43,78.13,37.5,12.5,31.25,53.13,41.75
Honduras,HND,82.079,3227.45762509776,39.364,75.501,47.0,27.34375,59.4406700134277,29.6191849826706,8.817,0.3783369774571938,0.162197178117488,0.4430959879150983,0.6224847812396918,0.4464285714285714,0.7836391053028399,0.9536290322580644,0.4665228617184691,0.2702670777873409,0.6133675466089691,0.6808788917387417,0.4464285714285714,0.5027355218909059,Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2026,71.13,87.5,100.0,91.75,68.75,75,59.0,25.0,50.0,100,54.25,34.67,54.25,75.0,25.0,25.0,87.5,25.0,0.0,5.0,25.0,25.0,52.3,56.25,90.63,34.38,41.69,71.88,44.25,3.13,40.63,87.5,52.69
Bangladesh,BGD,73.179,2551.01773827307,41.874,76.373,115.0,20.8571428571429,71.5461976300242,20.8052172080444,3.238,0.4591378061587057,0.1100085877754371,0.4752285121745141,0.6486340600353856,0.3405247813411086,0.923850213621513,0.8850806451612904,0.5246984998529267,0.2845731969670714,0.6995393628980136,0.6861377350165343,0.3405247813411086,0.502693769055682,Bangladesh,BGD,BGD,South Asia,Lower middle income,2026,34.38,6.25,87.5,25.0,50.0,50,25.0,25.0,25.0,25,25.0,34.73,52.25,50.0,25.0,12.5,75.0,0.0,0.0,70.0,62.5,0.0,27.92,0,90.63,18.75,32.31,46.88,18.75,6.25,21.88,18.75,25
Zambia,ZMB,115.907,1330.72780576709,56.361,68.673,85.0,14.9700598802395,94.6070022583008,60.20214459287705,6.037,0.6130618798136043,0.343282654188705,0.6606882249020661,0.4177287312201997,0.2444091409018693,0.8535059060065343,0.9153225806451613,0.2454031440990947,0.4781722670011546,0.7570970654543002,0.5261514853214851,0.2444091409018693,0.5014574896697024,Zambia,ZMB,ZMB,Sub-Saharan Africa,Lower middle income,2026,76.68,75.0,100.0,66.75,100.0,75,50.0,50.0,75.0,100,75.0,49.2,77.0,62.5,25.0,87.5,62.5,0.0,25.0,40.0,37.5,75.0,58.76,43.75,93.75,52.13,37.5,84.38,41.67,15.63,68.75,100,50
Marshall Islands,MHL,71.839,6793.24495895856,53.205,69.334,155.0,12.1212121212121,96.0382030420941,47.2116946399567,5.473,0.622614723194855,0.2663645977256922,0.6202857362316613,0.4375506042522566,0.1978973407544832,0.8676803216888666,0.844758064516129,0.5334575285158676,0.4444896604602736,0.7439830289602639,0.605255399094751,0.1978973407544832,0.497906357317443,Marshall Islands,MHL,MHL,East Asia & Pacific,Upper middle income,2026,51.48,31.25,100.0,66.75,100.0,100,0.0,0.0,50.0,0,66.75,30.2,27.0,75.0,0.0,62.5,62.5,0.0,0.0,37.5,0.0,37.5,37.43,18,79.69,43.81,64.06,65.63,0,0,37.5,40.63,25
Tunisia,TUN,4.315,3951.11683376921,26.781,79.149,36.0,16.2337662337662,94.6070022583008,49.398738861084,20.453,0.6130618798136043,0.2793143563173842,0.2820109071357247,0.731879929229016,0.2650410813676114,0.4912038200552903,0.964717741935484,0.9748341340654312,0.4461881180654942,0.3866073635955075,0.8904772684099771,0.2650410813676114,0.4970784578596475,Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2026,46.38,31.25,87.5,25.0,43.75,50,34.5,50.0,25.0,25,91.75,38.67,91.75,75.0,0.0,0.0,75.0,25.0,25.0,57.5,12.5,25.0,37.05,23.44,89.06,25,..,50,..,21.88,25,25,..
"Egypt, Arab Rep.",EGY,41.754,3456.78968456253,18.478,73.809,17.0,27.5337837837838,83.0465220652019,37.9565582275391,15.166,0.5358990820096348,0.2115637934638517,0.175717541029777,0.5717455843104325,0.4495311638168783,0.6240764011058055,0.9838709677419356,0.7301107951759976,0.3737314377367432,0.3998969710677912,0.7619091157427885,0.4495311638168783,0.4962671720910503,"Egypt, Arab Rep.",EGY,EGY,Middle East & North Africa,Lower middle income,2026,48.5,43.75,25.0,50.0,81.25,0,64.25,50.0,62.5,25,83.25,48.13,39.5,62.5,41.75,50.0,100.0,25.0,25.0,75.0,12.5,50.0,41.82,30.5,62.5,33.33,..,50,..,15.63,62.5,25,55.13
Comoros,COM,55.233,1560.27378476855,47.058,68.932,179.0,16.6666666666667,56.4125595092773,60.20214459287705,4.488,0.3581252323863172,0.343282654188705,0.5415930563023273,0.4254955468258014,0.2721088435374155,0.8924352852475497,0.8205645161290323,0.6420041180507893,0.3507039432875111,0.7170141707749385,0.6293547270018743,0.2721088435374155,0.4922954211504348,Comoros,COM,COM,Sub-Saharan Africa,Lower middle income,2026,34.38,6.25,62.5,25.0,100.0,25,50.0,0.0,25.0,0,50.0,15.43,29.25,50.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,25.0,34.69,3.13,87.5,37.5,43.75,37.5,37.5,0,25,50,25
Cameroon,CMR,106.661,1720.47510154506,57.095,65.944,258.0,33.8888888888889,42.4944197803389,14.536544208554,4.183,0.2652257521075848,0.0728910017433559,0.6700847479325088,0.335892284163493,0.5532879818594106,0.9001005277707967,0.7409274193548387,0.3058404418733862,0.1690583769254704,0.7850926378516527,0.4608867151305726,0.5532879818594106,0.4920814279417767,Cameroon,CMR,CMR,Sub-Saharan Africa,Lower middle income,2026,44.48,12.5,50.0,25.0,43.75,50,80.25,25.0,0.0,75,83.25,30.83,8.25,25.0,0.0,25.0,25.0,25.0,25.0,37.5,62.5,75.0,34.01,6.25,67.19,25,25.25,43.75,55.06,6.25,0,62.5,48.88
Guinea,GIN,118.577,1555.49375806861,42.739,61.897,494.0,29.6296296296296,94.6070022583008,60.20214459287705,5.212,0.6130618798136043,0.343282654188705,0.4863020713316434,0.2145320418628361,0.4837490551776261,0.8742397587333501,0.5030241935483871,0.2279504526587573,0.4781722670011546,0.6802709150324968,0.3151688960233268,0.4837490551776261,0.4893402833086511,Guinea,GIN,GIN,Sub-Saharan Africa,Lower middle income,2026,61.88,31.25,100.0,58.25,75.0,75,37.5,0.0,75.0,75,91.75,36.33,41.5,75.0,16.75,25.0,62.5,0.0,0.0,55.0,37.5,50.0,46.88,15.63,90.63,47.88,64.56,50,28.13,0,65.63,66.67,39.63
Myanmar,MMR,33.506,1233.19666209269,41.051,70.164,185.0,15.2941176470588,81.8814926147461,24.3676490783691,3.633,0.5281228538236417,0.131102186283599,0.464692628722124,0.4624403994362311,0.2496998799519804,0.9139230962553404,0.814516129032258,0.7840245775729646,0.3296125200536203,0.6893078624887323,0.6869937020138179,0.2496998799519804,0.4889034911270378,Myanmar,MMR,MMR,East Asia & Pacific,Lower middle income,2026,53.55,0.0,100.0,25.0,68.75,100,75.0,41.75,25.0,75,25.0,10.83,33.25,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.72,0,75,25,32.56,75,56.25,20.88,25,75,12.5
Belize,BLZ,55.232,7424.75821321022,44.076,76.495,67.0,15.625,84.5732792044884,29.0806945863126,12.86,0.5460897358982906,0.1590087100611876,0.5034180812658422,0.6522925600503794,0.2551020408163265,0.682030660970093,0.933467741935484,0.6420106546393437,0.3525492229797391,0.5927243711179676,0.742590318875069,0.2551020408163265,0.4857414884472755,Belize,BLZ,BLZ,Latin America & Caribbean,Upper middle income,2026,64.15,62.5,100.0,25.0,50.0,100,62.5,33.25,25.0,100,83.25,53.88,93.75,87.5,25.0,50.0,87.5,25.0,25.0,57.5,12.5,75.0,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,58.094,883.024111719809,45.242,67.534,354.0,8.62068965517241,116.372766553778,60.20214459287705,5.776,0.7583419409639498,0.343282654188705,0.5183449829736025,0.3835727351785769,0.1407459535538352,0.8600653430510179,0.6441532258064516,0.6233029381965551,0.5508122975763274,0.6892051630123102,0.5503429663938612,0.1407459535538352,0.4827765951340835,"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,2026,57.5,50.0,100.0,50.0,100.0,50,75.0,0.0,50.0,50,50.0,30.05,52.25,75.0,33.25,0.0,50.0,0.0,0.0,65.0,0.0,25.0,32.5,11.75,79.69,25,..,37.5,31.25,0,29.17,43.75,34.38
Guatemala,GTM,68.269,5758.32760847852,38.14,74.877,94.0,20.0,48.2479657338074,30.5259191296939,3.032,0.3036289754726801,0.1675660628420699,0.427426581662698,0.6037724532941492,0.3265306122448979,0.929027393817542,0.90625,0.5567931496551949,0.235597519157375,0.67822698774012,0.6889385343164479,0.3265306122448979,0.4823234133647102,Guatemala,GTM,GTM,Latin America & Caribbean,Upper middle income,2026,63.13,50.0,87.5,41.75,68.75,75,75.0,25.0,25.0,100,83.25,45.88,93.75,75.0,50.0,50.0,50.0,50.0,25.0,52.5,12.5,0.0,50.57,31.25,87.5,30.25,42.69,78.13,49.13,12.5,25,93.75,55.5
Ghana,GHA,58.238,2383.90410483418,55.53,67.943,234.0,14.5454545454545,77.9574778013858,21.6757346417755,3.12,0.5019312115591748,0.115163028873508,0.6500499270297257,0.3958377065403183,0.2374768089053796,0.9268157828600152,0.7651209677419355,0.6223616694447167,0.3085471202163414,0.7884328549448705,0.5944401145756568,0.2374768089053796,0.4822242246605621,Ghana,GHA,GHA,Sub-Saharan Africa,Lower middle income,2026,66.72,31.25,87.5,58.25,68.75,100,46.5,50.0,75.0,100,50.0,50.93,66.75,100.0,25.0,50.0,100.0,25.0,0.0,55.0,37.5,50.0,50.46,14.88,92.19,35.38,42.87,87.5,34.88,21.88,50,87.5,37.5
Sri Lanka,LKA,15.091,3798.89016573011,29.6,80.593,18.0,5.33333333333333,90.4491165297148,26.0459119158667,6.638,0.5853092181241343,0.1410393875477782,0.3180991883657219,0.7751821753081237,0.0870748299319727,0.8384016084443328,0.9828629032258064,0.9043958558028564,0.3631743028359562,0.5782503984050273,0.8874803114455956,0.0870748299319727,0.478994960654638,Sri Lanka,LKA,LKA,South Asia,Lower middle income,2026,47.78,25.0,100.0,25.0,43.75,100,46.5,0.0,25.0,75,37.5,38.88,39.5,75.0,41.75,37.5,75.0,0.0,25.0,70.0,0.0,25.0,38.22,9.38,75,18.75,48.19,75,46.5,0,18.75,56.25,34.38
Libya,LBY,5.923,6026.51518708812,33.465,70.416,59.0,16.4705882352941,94.6070022583008,60.20214459287705,24.931,0.6130618798136043,0.343282654188705,0.3675781550042246,0.4699973011065461,0.2689075630252098,0.3786629806484041,0.941532258064516,0.9643232996699024,0.4781722670011546,0.3731205678263143,0.7919509529469883,0.2689075630252098,0.4780378376999167,Libya,LBY,LBY,Middle East & North Africa,Upper middle income,2026,35.83,12.5,62.5,50.0,87.5,25,50.0,0.0,25.0,25,20.75,25.5,0.0,25.0,0.0,37.5,75.0,0.0,0.0,55.0,12.5,50.0,33.75,3.13,68.75,34.38,66.69,46.88,50,0,18.75,28.13,20.75
Guinea-Bissau,GNB,81.981,988.087886357022,60.084,66.362,505.0,9.80392156862745,94.6070022583008,60.20214459287705,1.82,0.6130618798136043,0.343282654188705,0.7083493355864505,0.3484271448706028,0.160064025610244,0.9594873083689368,0.4919354838709677,0.4671634473968036,0.4781722670011546,0.8339183219776938,0.4358420253794581,0.160064025610244,0.4769991599921376,Guinea-Bissau,GNB,GNB,Sub-Saharan Africa,Low income,2026,48.75,31.25,75.0,58.25,75.0,50,48.0,0.0,0.0,75,75.0,22.1,33.5,75.0,0.0,0.0,50.0,0.0,0.0,25.0,12.5,25.0,21.25,9.38,46.88,23.94,25,46.88,14.63,0,0,25,20.83
Benin,BEN,77.844,1394.17784721831,74.802,62.208,518.0,26.605504587156,40.2818489074707,7.59056997299194,1.448,0.2504574936928523,0.03176303155157,0.8967662646900685,0.2238582181305663,0.4343755850964245,0.9688363910530284,0.4788306451612903,0.4942053142464947,0.1411102626222111,0.9328013278715483,0.3989647258461171,0.4343755850964245,0.4768129753590753,Benin,BEN,BEN,Sub-Saharan Africa,Lower middle income,2026,67.6,18.75,75.0,70.75,93.75,75,67.75,33.25,75.0,75,91.75,41.13,52.0,75.0,16.75,37.5,62.5,25.0,0.0,55.0,37.5,50.0,48.56,9.38,81.25,44.75,50,75,33.88,10.38,53.13,75,52.83
Angola,AGO,140.84,2916.13663284275,72.318,67.144,183.0,33.6363636363636,48.1175394651696,9.93361649716081,14.335,0.3027584185730426,0.0456364990214918,0.8649665872954911,0.3718775302126129,0.5491651205936914,0.6449610454888163,0.8165322580645161,0.0824263816714055,0.1741974587972672,0.7549638163921537,0.4236120566495114,0.5491651205936914,0.4754846131081559,Angola,AGO,AGO,Sub-Saharan Africa,Lower middle income,2026,71.6,31.25,100.0,50.0,75.0,100,74.75,75.0,50.0,100,60.0,35.0,50.0,75.0,0.0,50.0,62.5,50.0,0.0,12.5,37.5,12.5,55.08,14.88,100,37.5,47.63,96.88,52,40.63,40.63,84.38,36.25
Oman,OMN,5.986,21027.7384778886,30.321,81.882,13.0,0.0,91.191469277966,52.9462515450918,11.296,0.5902642039080919,0.3003196164831742,0.3273292879637453,0.8138363271058866,0.0,0.7213370193515959,0.9879032258064516,0.9639114945909728,0.445291910195633,0.5243331536576706,0.9218836825011038,0.0,0.4728771865886019,Oman,OMN,OMN,Middle East & North Africa,High income,2026,36.67,0.0,12.5,25.0,50.0,25,87.5,50.0,25.0,25,66.75,41.88,27.0,50.0,16.75,37.5,75.0,25.0,25.0,75.0,37.5,50.0,..,..,..,..,..,..,..,..,..,..,..
