Country Name,Country Code,adolescent_fertility,gdp_per_capita,female_labor_force_participation,female_life_expectancy,maternal_mortality,women_in_parliament,female_secondary_enrollment,female_tertiary_enrollment,female_unemployment,female_secondary_enrollment_norm,female_tertiary_enrollment_norm,female_labor_force_participation_norm,female_life_expectancy_norm,women_in_parliament_norm,female_unemployment_norm,maternal_mortality_norm,adolescent_fertility_norm,education_index,economic_participation_index,health_index,political_representation_index,womens_development_index,Economy,Economy Code,ISO Code,Region,Income Group,Report Year,I. Economy LF Index,1. Safety LF Topic Score,2. Mobility LF Topic Score,3. Work LF Topic Score,4. Pay LF Topic Score,5. Marriage LF Topic Score,6. Parenthood LF Topic Score,7. Childcare LF Topic Score,8. Entrepreneurship LF Topic Score,9. Assets LF Topic Score,10. Pension LF Topic Score,II. Economy SF Index,1. Safety SF Topic Score,2. Mobility SF Topic Score,3. Work SF Topic Score,4. Pay SF Topic Score,5. Marriage SF Topic Score,6. Parenthood SF Topic Score,7. Childcare SF Topic Score,8. Entrepreneurship SF Topic Score,9. Assets SF Topic Score,10. Pension SF Topic Score,III. Economy EP Index,1. Safety EP Topic Score,2. Mobility EP Topic Score,3. Work EP Topic Score,4. Pay EP Topic Score,5. Marriage EP Topic Score,6. Parenthood EP Topic Score,7. Childcare EP Topic Score,8. Entrepreneurship EP Topic Score,9. Assets EP Topic Score,10. Pension EP Topic Score
Japan,JPN,1.737,33836.1756271617,54.847,87.14,3.0,10.3448275862069,101.637001037598,63.6293296813965,2.322,0.6599850495529447,0.3635754398199427,0.6413062959264664,0.9715116802111132,0.1688951442646024,0.9468710731339532,0.997983870967742,0.9916854593587606,0.5117802446864437,0.7940886845302098,0.987060336845872,0.1688951442646024,0.615456102581782,Japan,JPN,JPN,High income: OECD,High income,2026,80.83,12.5,100.0,100.0,62.5,100,100.0,100.0,50.0,100,83.25,76.58,83.25,100.0,75.0,75.0,75.0,75.0,100.0,82.5,12.5,87.5,67.98,6.25,100,75,38.2,100,81.25,75,43.75,93.75,66.58
Kazakhstan,KAZ,18.235,12879.4275257974,65.029,78.394,10.0,18.3673469387755,94.8671029040021,59.9310187694943,5.473,0.614797974958243,0.3416772847467599,0.7716542489182475,0.7092392119231116,0.2998750520616408,0.8676803216888666,0.9909274193548387,0.8838448213877177,0.4782376298525014,0.819667285303557,0.861337150888556,0.2998750520616408,0.6147792795265639,Kazakhstan,KAZ,KAZ,Europe & Central Asia,Upper middle income,2026,73.0,0.0,100.0,83.25,75.0,100,75.0,100.0,25.0,100,71.75,57.43,54.25,75.0,25.0,12.5,62.5,50.0,50.0,95.0,75.0,75.0,..,..,..,..,..,..,..,..,..,..,..
Turkiye,TUR,12.055,13375.0947282864,35.764,79.855,15.0,19.8333333333333,116.872711181641,109.999862670898,12.719,0.7616789239948105,0.6381410851696364,0.3970094989374504,0.753051248987915,0.3238095238095232,0.6855742648906761,0.9858870967741936,0.9242409386541164,0.6999100045822235,0.5412918819140633,0.8877264281387416,0.3238095238095232,0.6131844596111379,Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2026,81.18,68.75,100.0,100.0,93.75,75,87.5,100.0,25.0,100,61.75,57.5,100.0,87.5,50.0,37.5,100.0,25.0,0.0,100.0,50.0,25.0,54.58,20.31,100,50,39.75,65.63,60.94,50,25,96.88,37.25
Uzbekistan,UZB,34.081,2878.96879292451,41.24,75.401,26.0,33.5714285714286,97.0191649872622,46.4659334224552,6.554,0.6291623550374822,0.2619488535718255,0.4671121693934505,0.6194860107355982,0.548104956268222,0.840512691631063,0.9747983870967742,0.7802660391541654,0.4455556043046539,0.6538124305122568,0.791516812328846,0.548104956268222,0.6097474508534947,Uzbekistan,UZB,UZB,Europe & Central Asia,Lower middle income,2026,82.1,25.0,100.0,91.75,100.0,100,62.5,100.0,75.0,100,66.75,59.08,58.25,75.0,25.0,37.5,100.0,25.0,50.0,95.0,50.0,75.0,57.2,9.38,87.5,50.06,59.38,68.75,50,62.5,62.5,71.88,50.08
Mongolia,MNG,19.739,5838.63108083902,52.467,76.85,41.0,17.1052631578947,99.3672996596348,85.6669090196632,4.345,0.6448354618560845,0.4940626652811249,0.6108380059912435,0.6629381953399104,0.2792696025778726,0.896029153053531,0.9596774193548387,0.8740137922018498,0.5694490635686047,0.7534335795223872,0.8322098022988662,0.2792696025778726,0.6085905119919327,Mongolia,MNG,MNG,East Asia & Pacific,Upper middle income,2026,76.05,31.25,100.0,62.5,100.0,100,100.0,75.0,50.0,100,41.75,47.93,91.75,75.0,50.0,25.0,75.0,25.0,50.0,25.0,37.5,25.0,56.27,14.06,100,50,50,100,68.75,43.75,40.63,84.38,11.17
Georgia,GEO,21.137,8283.66960652261,56.251,79.107,20.0,18.4397163120567,99.8475609756098,84.0958562940011,10.177,0.6480410645818061,0.4847602683128289,0.6592800266277491,0.7306204456172968,0.3010565928499052,0.7494596632319679,0.9808467741935484,0.8648756414027519,0.5664006664473176,0.7043698449298585,0.8587809537378656,0.3010565928499052,0.6076520144912367,Georgia,GEO,GEO,Europe & Central Asia,Upper middle income,2026,76.68,62.5,100.0,66.75,75.0,100,75.0,100.0,50.0,100,37.5,53.8,85.5,75.0,25.0,25.0,87.5,50.0,50.0,77.5,37.5,25.0,61.31,28.13,100,45.88,59.38,100,50,50,50,100,29.69
Colombia,COL,59.473,7000.83660501046,51.833,80.452,59.0,28.8770053475936,103.587738037109,64.3223495483398,11.874,0.6730056440393092,0.3676788959318344,0.60272166321018,0.7709539088973519,0.4714613117974465,0.7068107564714752,0.941532258064516,0.6142889825799915,0.5203422699855718,0.6547662098408276,0.7755917165139531,0.4714613117974465,0.6055403770344497,Colombia,COL,COL,Latin America & Caribbean,Upper middle income,2026,81.05,62.5,100.0,75.0,68.75,100,100.0,100.0,50.0,100,54.25,72.5,75.0,75.0,75.0,50.0,100.0,75.0,50.0,87.5,75.0,62.5,62.89,28.13,100,56.25,36.11,100,93.75,43.75,43.75,93.75,33.42
"Bahamas, The",BHS,24.564,38231.774484278,71.014,78.187,76.0,17.9487179487179,95.1823072325164,60.20214459287705,8.225,0.6169018709436886,0.343282654188705,0.8482730368435876,0.7030317569796382,0.2930402930402922,0.7985172153807489,0.9243951612903226,0.8424747524267084,0.4800922625661968,0.8233951261121683,0.8233005568988897,0.2930402930402922,0.6049570596543867,"Bahamas, The",BHS,BHS,Latin America & Caribbean,High income,2026,64.88,6.25,75.0,66.75,75.0,75,59.0,41.75,50.0,100,100.0,23.13,27.0,75.0,16.75,25.0,25.0,0.0,0.0,0.0,12.5,50.0,46.3,1.56,..,54.19,71.88,..,51.63,24,33.33,..,87.5
Qatar,QAT,5.693,81816.9797967481,63.308,83.368,4.0,4.44444444444444,100.555801391602,72.1567687988281,0.378,0.6527683606026434,0.414067458641204,0.7496223468264331,0.8583980567967131,0.0725623582766439,0.995727569741141,0.9969758064516128,0.965826715037422,0.5334179096219237,0.872674958283787,0.940400192761916,0.0725623582766439,0.6047638547360676,Qatar,QAT,QAT,Middle East & North Africa,High income,2026,26.28,12.5,12.5,0.0,50.0,25,12.75,41.75,25.0,25,58.25,29.58,20.75,50.0,0.0,12.5,100.0,0.0,25.0,25.0,12.5,50.0,25.73,9.38,..,12.5,53.13,..,12.75,23,25,..,44.33
Philippines,PHL,31.887,3804.08274131097,50.445,72.819,84.0,27.3311897106109,92.2052107888903,50.9499907329313,2.48,0.5970306296902699,0.2884995099879298,0.5849527613487978,0.5420577563199088,0.4462235054793616,0.9429002261874844,0.9163306451612904,0.7946073144425924,0.4427650698390998,0.763926493768141,0.7509985719745972,0.4462235054793616,0.6009784102653,Philippines,PHL,PHL,East Asia & Pacific,Lower middle income,2026,72.53,75.0,87.5,79.25,100.0,50,75.0,41.75,75.0,75,66.75,77.43,91.75,87.5,75.0,100.0,50.0,50.0,25.0,95.0,100.0,100.0,53.97,37.5,79.69,50.56,56.25,59.38,43.75,20.88,50,91.67,50.06
Ukraine,UKR,11.377,5139.59814453125,47.738,80.198,15.0,20.4326923076923,87.33740234375,82.0221481323242,10.15,0.5645394431195736,0.4724815865084457,0.5502982819981053,0.7633370318169548,0.3335949764521191,0.7501382256848454,0.9858870967741936,0.9286727456940224,0.5185105148140097,0.6502182538414754,0.8926322914283902,0.3335949764521191,0.5987390091339987,Ukraine,UKR,UKR,Europe & Central Asia,Upper middle income,2026,80.63,31.25,100.0,100.0,25.0,100,100.0,100.0,50.0,100,100.0,58.8,85.5,75.0,75.0,0.0,75.0,50.0,50.0,77.5,50.0,50.0,74.92,18,100,59.38,..,100,84.38,75,43.75,93.75,100
Hungary,HUN,17.537,22230.6277875187,53.995,79.9,12.0,14.070351758794,104.916549682617,63.1527786254883,4.156,0.6818750701020001,0.3607537222382808,0.6303991602017563,0.754400695714757,0.2297200287150041,0.9007790902236744,0.9889112903225806,0.8884073601987122,0.5213143961701404,0.7655891252127154,0.8772397820786834,0.2297200287150041,0.5984658330441358,Hungary,HUN,HUN,High income: OECD,High income,2026,84.18,25.0,100.0,100.0,75.0,100,100.0,100.0,50.0,100,91.75,58.08,33.25,75.0,50.0,37.5,75.0,50.0,75.0,47.5,50.0,87.5,72.82,18.75,100,75,53.13,100,81.25,75,50,100,75.06
Saudi Arabia,SAU,11.114,36156.848337701,34.278,81.156,7.0,19.8675496688742,120.79801594321,78.4519577026367,12.434,0.7878791762833546,0.4513420486133264,0.3779860204316768,0.7920652532461692,0.3243681578591706,0.6927368685599398,0.9939516129032258,0.9303918684838384,0.6196106124483405,0.5353614444958082,0.9054695782110778,0.3243681578591706,0.5962024482535992,Saudi Arabia,SAU,SAU,Middle East & North Africa,High income,2026,56.23,31.25,37.5,66.75,100.0,25,76.75,66.75,50.0,25,83.25,71.95,52.0,75.0,75.0,87.5,75.0,75.0,62.5,67.5,87.5,62.5,50.68,31.25,59.38,58.33,68.75,46.88,45.38,43.81,50,25,78.06
Panama,PAN,57.342,18797.1933994045,52.694,82.557,37.0,22.5352112676056,94.6070022583008,66.3187931744362,8.544,0.6130618798136043,0.3795000848909421,0.6137440151573341,0.8340780280085165,0.367921816613969,0.7905001256597135,0.9637096774193548,0.6282184527894892,0.4962809823522732,0.7021220704085238,0.8086687194057868,0.367921816613969,0.5937483971951382,Panama,PAN,PAN,Latin America & Caribbean,High income,2026,75.33,62.5,100.0,62.5,68.75,75,80.25,100.0,37.5,100,66.75,50.05,60.5,75.0,25.0,50.0,87.5,50.0,25.0,40.0,37.5,50.0,57.25,39.06,90.63,40.63,34.38,75,70.06,43.75,34.38,100,44.58
Montenegro,MNE,9.375,12259.8775034436,51.777,80.2,6.0,20.9876543209877,95.1452331542969,66.92431640625,14.151,0.6166544123992653,0.3830854626340626,0.6020047622705277,0.763397007227037,0.3426555807508196,0.6495853229454637,0.9949596774193548,0.941758995979998,0.499869937516664,0.6257950426079957,0.9000385602087966,0.3426555807508196,0.592089780271069,Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,2026,84.63,68.75,100.0,87.5,50.0,100,75.0,100.0,75.0,100,90.0,55.75,62.5,75.0,50.0,37.5,75.0,75.0,37.5,70.0,50.0,25.0,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,52.774,10630.431743829,52.482,76.975,124.0,27.8947368421053,79.048372719494,77.1815521515176,8.442,0.5092126135931154,0.4438198206484715,0.6110300330286503,0.6666866584700271,0.4554242749731477,0.7930635838150288,0.876008064516129,0.6580775893061411,0.4765162171207935,0.7020468084218396,0.7335907707640991,0.4554242749731477,0.5918945178199699,Dominican Republic,DOM,DOM,Latin America & Caribbean,Upper middle income,2026,76.83,56.25,100.0,79.25,75.0,75,66.0,75.0,75.0,100,66.75,61.43,91.75,75.0,100.0,37.5,75.0,25.0,50.0,85.0,50.0,25.0,58.19,25.81,100,52.13,28.13,84.38,52.19,37.5,68.75,96.88,36.17
Brazil,BRA,42.686,10377.5897719195,53.205,78.983,67.0,17.5438596491228,108.587013244629,72.5810623168945,9.698,0.7063743324986816,0.4165797528956602,0.6202857362316613,0.7269019701922212,0.2864303616183314,0.7614978637848706,0.933467741935484,0.7240186946432656,0.5614770426971709,0.690891800008266,0.7947961355903236,0.2864303616183314,0.583398834978523,Brazil,BRA,BRA,Latin America & Caribbean,Upper middle income,2026,82.03,62.5,100.0,100.0,68.75,100,84.0,75.0,62.5,100,67.5,74.93,91.75,75.0,75.0,75.0,100.0,75.0,75.0,82.5,25.0,75.0,64.69,29.69,100,53.13,54.17,93.75,70.38,37.5,50,93.75,64.58
Indonesia,IDN,26.419,4876.30774512252,53.487,73.268,140.0,21.5652173913044,97.4046705284819,49.8897505872353,3.083,0.6317354908962506,0.2822216973111899,0.6238958445349104,0.5555222358832878,0.3520851818988473,0.9277456647398844,0.8598790322580645,0.8303493806582345,0.4569785941037202,0.7758207546373974,0.7485835495998622,0.3520851818988473,0.5833670200599568,Indonesia,IDN,IDN,East Asia & Pacific,Upper middle income,2026,56.2,43.75,100.0,50.0,75.0,25,51.5,75.0,25.0,50,66.75,56.68,66.75,75.0,75.0,100.0,0.0,50.0,62.5,50.0,12.5,75.0,45.33,21.88,87.5,31.25,43.75,62.5,38.63,37.5,18.75,56.25,55.31
Namibia,NAM,66.034,4187.60500396525,54.828,71.337,139.0,44.2307692307692,86.2067962132394,33.1193265907429,17.948,0.5569929804478416,0.1829219482997342,0.6410630616790843,0.4976159774492458,0.7221350078492931,0.5541593365167127,0.8608870967741935,0.5714024250743537,0.3699574643737879,0.5976111990978985,0.6433018330992644,0.7221350078492931,0.583251376105061,Namibia,NAM,NAM,Sub-Saharan Africa,Lower middle income,2026,70.28,31.25,100.0,66.75,75.0,100,71.5,33.25,50.0,100,75.0,35.83,20.75,87.5,25.0,62.5,50.0,25.0,0.0,12.5,25.0,50.0,54.27,14.06,100,42.75,43.75,100,47.38,16.63,40.63,100,37.5
Azerbaijan,AZE,34.767,7133.02838048328,61.748,77.134,18.0,18.6440677966102,90.9502304680864,46.1470602336471,6.5,0.5886540059579825,0.2600607660898543,0.7296515349361189,0.6714547035715356,0.3043929436181257,0.8418698165368184,0.9828629032258064,0.7757819394058241,0.4243573860239183,0.7857606757364686,0.810033182067722,0.3043929436181257,0.5811360468615587,Azerbaijan,AZE,AZE,Europe & Central Asia,Upper middle income,2026,72.18,31.25,100.0,75.0,50.0,100,75.0,75.0,50.0,100,65.5,47.58,58.25,75.0,25.0,50.0,50.0,25.0,50.0,55.0,37.5,50.0,59.12,21.13,100,50,56.25,93.75,68.75,18.75,50,100,32.58
Mozambique,MOZ,153.45,622.000297682823,77.269,66.544,99.0,43.2,94.6070022583008,6.68452621110757,7.325,0.6130618798136043,0.0263982346825505,0.9283483114422512,0.3538849071880527,0.7053061224489796,0.8211359638100025,0.9012096774193548,0.0,0.3197300572480774,0.8747421376261268,0.4183648615358025,0.7053061224489796,0.5795357947147466,Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,2026,68.55,31.25,100.0,62.5,68.75,100,85.5,58.25,25.0,100,54.25,39.17,54.25,75.0,25.0,37.5,37.5,25.0,0.0,62.5,37.5,37.5,50.93,14.06,93.75,43.75,35.44,59.38,60.75,20.81,25,100,56.33
Kyrgyz Republic,KGZ,28.324,2138.22210211478,43.495,76.5,42.0,20.0,92.1027509613575,58.4761976216379,4.197,0.5963467405418189,0.3330631092870987,0.4959802340169495,0.6524424985755839,0.3265306122448979,0.8997486805730083,0.9586693548387096,0.8178971794620388,0.4647049249144588,0.6978644572949789,0.8096696776254442,0.3265306122448979,0.574692418019945,Kyrgyz Republic,KGZ,KGZ,Europe & Central Asia,Lower middle income,2026,79.6,50.0,100.0,75.0,100.0,100,62.5,91.75,50.0,100,66.75,58.65,41.5,75.0,50.0,50.0,62.5,75.0,50.0,70.0,50.0,62.5,63.5,21.88,93.75,75,..,75,60.94,76.13,31.25,87.5,50.08
Burundi,BDI,53.364,250.627253097255,79.98,65.697,392.0,38.2113821138211,49.2576387332398,5.26864004135132,0.814,0.3103682451398551,0.0180145980306093,0.9630539980029188,0.3284853210183824,0.6238592998174873,0.9847700427243026,0.6058467741935484,0.6542210020590253,0.1641914215852322,0.9739120203636108,0.5295176990903188,0.6238592998174873,0.5728701102141622,Burundi,BDI,BDI,Sub-Saharan Africa,Low income,2026,52.68,31.25,75.0,62.5,100.0,50,66.25,0.0,25.0,50,66.75,25.43,50.0,75.0,16.75,12.5,25.0,0.0,0.0,12.5,12.5,50.0,36.07,15.63,60.94,50,50,40.63,46.56,0,18.75,34.38,43.81
St. Vincent and the Grenadines,VCT,42.3,10582.3656725229,58.568,74.315,56.0,18.1818181818182,126.988335100742,63.9955481357819,16.398,0.8291977320454088,0.3657438644591432,0.6889418030058632,0.5869193630611448,0.2968460111317257,0.5931138477004272,0.9445564516129032,0.7265418178252769,0.597470798252276,0.6410278253531452,0.7526725441664417,0.2968460111317257,0.5720042947258972,St. Vincent and the Grenadines,VCT,VCT,Latin America & Caribbean,Upper middle income,2026,58.58,31.25,87.5,25.0,56.25,100,60.75,0.0,25.0,100,100.0,24.18,41.75,25.0,0.0,37.5,62.5,25.0,0.0,0.0,0.0,50.0,36.1,7.81,..,18.75,54.44,..,59.19,0,25,..,87.5
Romania,ROU,33.75,18244.4186876321,42.172,80.4,12.0,19.0909090909091,81.8756637573242,62.9621315002441,5.12,0.5280839479184231,0.3596248770945643,0.4790434493176638,0.7693945482352237,0.3116883116883118,0.8765518974616738,0.9889112903225806,0.7824296499656829,0.4438544125064937,0.6777976733896689,0.8469118295078291,0.3116883116883118,0.5700630567730759,Romania,ROM,ROU,Europe & Central Asia,High income,2026,90.7,68.75,100.0,100.0,100.0,100,100.0,100.0,75.0,100,63.25,60.0,75.0,75.0,50.0,50.0,75.0,75.0,50.0,37.5,37.5,75.0,78.46,40.63,100,78.13,75,100,96.88,75,66.67,100,52.25
Solomon Islands,SLB,50.372,1882.64394148042,82.327,71.982,123.0,8.0,94.6070022583008,60.20214459287705,1.503,0.6130618798136043,0.343282654188705,0.9930998284558464,0.5169580472006476,0.1306122448979592,0.967454134204574,0.877016129032258,0.6737784750138902,0.4781722670011546,0.9802769813302104,0.6892508837489318,0.1306122448979592,0.5695780942445641,Solomon Islands,SLB,SLB,East Asia & Pacific,Lower middle income,2026,46.53,25.0,100.0,25.0,43.75,100,21.5,0.0,25.0,75,50.0,31.38,68.75,50.0,25.0,12.5,50.0,25.0,0.0,70.0,12.5,0.0,21.37,18.75,53.13,0,50.44,34.38,8.06,0,6.25,21.88,20.83
Mauritius,MUS,19.768,11269.9684462139,47.644,76.89,66.0,20.0,91.3439926033381,52.3138578358996,7.502,0.5912822521482595,0.2965751353291889,0.5490949125636889,0.6641377035415479,0.3265306122448979,0.8166876099522493,0.9344758064516128,0.8738242311337713,0.4439286937387242,0.6828912612579692,0.8241459137089774,0.3265306122448979,0.5693741202376421,Mauritius,MUS,MUS,Sub-Saharan Africa,Upper middle income,2026,82.3,43.75,100.0,100.0,100.0,75,75.0,100.0,62.5,100,66.75,41.6,29.25,75.0,66.75,37.5,37.5,0.0,50.0,82.5,12.5,25.0,58.93,27.38,93.75,56.25,65.97,59.38,56.25,68.75,40.63,68.75,52.19
Paraguay,PRY,70.332,6299.99026533713,58.994,76.953,58.0,22.5,81.5245895544797,60.20214459287705,7.341,0.5257406310945726,0.343282654188705,0.6943953708682181,0.6660269289591267,0.3673469387755102,0.8207338527268158,0.9425403225806452,0.5433081674673987,0.4345116426416388,0.757564611797517,0.7172918063357235,0.3673469387755102,0.5691787498875973,Paraguay,PRY,PRY,Latin America & Caribbean,Upper middle income,2026,80.2,56.25,100.0,62.5,100.0,100,100.0,58.25,50.0,100,75.0,51.55,60.5,75.0,25.0,25.0,50.0,50.0,25.0,55.0,75.0,75.0,53.86,34.38,87.5,28.13,56.25,75,68.75,13.56,40.63,84.38,50
El Salvador,SLV,54.23,5365.44491399171,48.521,76.264,39.0,27.3809523809524,68.5344206950006,37.275497697837,3.362,0.4390350828473838,0.2075311500628755,0.5603220933507437,0.6453654001859236,0.4470359572400392,0.9207338527268156,0.9616935483870968,0.6485603163708861,0.3232831164551296,0.7405279730387797,0.7518730883146355,0.4470359572400392,0.565680033762146,El Salvador,SLV,SLV,Latin America & Caribbean,Upper middle income,2026,78.45,62.5,100.0,62.5,75.0,75,80.25,75.0,75.0,100,79.25,55.38,93.75,100.0,0.0,87.5,75.0,75.0,0.0,60.0,37.5,25.0,60.85,43.75,100,45.83,37.5,68.75,74,50,53.13,81.25,54.25
Malaysia,MYS,5.962,11386.0395636528,51.592,79.37,26.0,13.5135135135135,82.6422941806466,44.304019878896,4.04,0.533200980027566,0.2491478968217281,0.5996364288091762,0.7385072120430624,0.2206287920573632,0.903694395576778,0.9747983870967742,0.9640683727162792,0.391174438424647,0.7516654121929771,0.8924579906187052,0.2206287920573632,0.5639816583234232,Malaysia,MYS,MYS,East Asia & Pacific,Upper middle income,2026,49.6,12.5,25.0,50.0,75.0,25,62.5,91.75,37.5,50,66.75,50.55,85.5,75.0,25.0,62.5,50.0,0.0,50.0,95.0,62.5,0.0,43.35,6.25,53.13,31.25,53.13,40.63,43.75,58.38,25,65.63,56.31
Guyana,GUY,69.927,20473.7002190617,46.479,73.944,75.0,36.6197183098592,84.2535171508789,35.2743241701836,13.288,0.5439554184412371,0.1956819547732445,0.5341808126584222,0.5757939244909587,0.5978729519977013,0.671274189494848,0.9254032258064516,0.5459554858319442,0.3698186866072408,0.6027275010766351,0.6823842120431182,0.5978729519977013,0.5632008379311738,Guyana,GUY,GUY,Latin America & Caribbean,High income,2026,72.72,12.5,100.0,75.0,100.0,100,73.25,33.25,50.0,100,83.25,38.92,54.25,50.0,25.0,75.0,62.5,0.0,0.0,47.5,25.0,50.0,61.55,6.25,96.88,65.63,75,100,67,16.63,43.75,87.5,56.83
Bhutan,BTN,9.364,3831.32535494609,56.618,74.965,47.0,17.3913043478261,94.91450020137,15.1554899215698,4.243,0.6151143379476833,0.0765558556532535,0.6639782881429704,0.6064113713377516,0.2839396628216506,0.8985926112088465,0.9536290322580644,0.9418308984540968,0.3458350968004684,0.7812854496759085,0.8339571006833043,0.2839396628216506,0.561254327495333,Bhutan,BTN,BTN,South Asia,Lower middle income,2026,53.6,37.5,75.0,58.25,100.0,75,65.25,0.0,25.0,75,25.0,32.17,75.0,75.0,16.75,12.5,87.5,0.0,0.0,55.0,0.0,0.0,48.15,15.63,75,49.94,72.5,87.5,59,0,25,75,21.88
Senegal,SEN,60.242,1698.03387300843,37.767,70.754,237.0,46.0606060606061,50.2150531512901,16.4575021707177,3.327,0.3167587041796726,0.0842652307756278,0.422651509332514,0.4801331454103818,0.7520098948670383,0.9216134707212869,0.7620967741935484,0.6092623459816322,0.2005119674776502,0.6721324900269003,0.6171640885285208,0.7520098948670383,0.5604546102250274,Senegal,SEN,SEN,Sub-Saharan Africa,Lower middle income,2026,52.9,6.25,75.0,66.75,62.5,50,76.75,41.75,50.0,25,75.0,26.55,85.5,50.0,0.0,12.5,0.0,25.0,0.0,55.0,12.5,25.0,44.85,4.69,68.75,56.31,50,62.5,65.63,0,43.75,31.25,65.63
Brunei Darussalam,BRN,8.518,32890.5491812019,54.827,77.555,36.0,11.7647058823529,93.2725572697522,44.5215869311552,5.32,0.6041548528465615,0.250436138173707,0.6410502598765906,0.6840795273937686,0.1920768307322922,0.8715255089218397,0.964717741935484,0.9473608523711476,0.4272954955101342,0.7562878843992151,0.8653860405668,0.1920768307322922,0.5602615628021105,Brunei Darussalam,BRN,BRN,East Asia & Pacific,High income,2026,38.58,0.0,25.0,25.0,75.0,25,35.75,33.25,25.0,50,91.75,27.45,27.0,75.0,0.0,12.5,25.0,25.0,25.0,60.0,0.0,25.0,29.9,0,56.25,18.75,28.13,37.5,20.81,1.06,25,40.63,70.83
Bosnia and Herzegovina,BIH,11.217,8663.02326458629,39.533,80.903,6.0,19.0476190476191,90.4367218017578,57.6517601013184,12.785,0.5852264869684033,0.3281815130400106,0.4452594925365491,0.784478363870813,0.3109815354713323,0.6839155566725308,0.9949596774193548,0.9297185998627316,0.4567040000042069,0.56458752460454,0.9030522137176332,0.3109815354713323,0.558831318449428,Bosnia and Herzegovina,BIH,BIH,Europe & Central Asia,Upper middle income,2026,77.65,87.5,100.0,75.0,43.75,100,91.0,75.0,50.0,100,54.25,50.8,60.5,75.0,75.0,25.0,100.0,50.0,50.0,22.5,25.0,25.0,65.2,50,100,37.5,44.19,100,76.5,56.25,50,87.5,50.06
Kuwait,KWT,1.576,34075.849012909,48.179,83.7,8.0,3.07692307692308,94.6070022583008,65.9408689214824,5.893,0.6130618798136043,0.3772623487745803,0.5559438768978672,0.8683539748703032,0.0502354788069074,0.8571249057552148,0.9929435483870968,0.9927378501160244,0.4951621142940923,0.706534391326541,0.951345124457808,0.0502354788069074,0.5508192772213372,Kuwait,KWT,KWT,Middle East & North Africa,High income,2026,27.2,6.25,25.0,41.75,6.25,25,17.75,41.75,50.0,25,33.25,21.25,25.0,50.0,25.0,12.5,50.0,0.0,0.0,0.0,12.5,37.5,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,32.932,21494.5474000727,53.205,80.294,35.0,5.55555555555556,109.004008633981,60.20214459287705,5.473,0.7091576538120095,0.343282654188705,0.6202857362316613,0.7662158515008844,0.090702947845805,0.8676803216888666,0.9657258064516128,0.7877765794032094,0.5262201540003573,0.7439830289602639,0.839906079118569,0.090702947845805,0.5502030524812489,Antigua and Barbuda,ATG,ATG,Latin America & Caribbean,High income,2026,56.03,6.25,75.0,58.25,75.0,100,37.5,25.0,25.0,100,58.25,33.75,37.5,75.0,0.0,25.0,87.5,25.0,25.0,0.0,12.5,50.0,50.8,0.81,100,39.56,75,100,37.5,12.5,25,84.38,33.25
Maldives,MDV,5.425,12587.6126038651,40.311,82.819,32.0,4.59770114942529,84.9893523087311,79.9435223432219,3.464,0.54886690123036,0.4601737868255177,0.4552192948767186,0.841934806729241,0.0750645085620455,0.9181703945715004,0.96875,0.9675785207700102,0.5045203440279389,0.6866948447241095,0.9260877758330838,0.0750645085620455,0.5480918682867945,Maldives,MDV,MDV,South Asia,Upper middle income,2026,50.8,37.5,100.0,75.0,75.0,50,45.5,0.0,50.0,25,50.0,34.0,25.0,50.0,25.0,12.5,25.0,25.0,0.0,65.0,37.5,75.0,44.54,15.63,93.75,53.13,65.63,53.13,39.13,0,50,28.13,46.88
Seychelles,SYC,54.516,18262.7115849287,53.205,78.8,42.0,22.8571428571429,75.8835758835759,18.5635679119606,5.473,0.4880885275463809,0.0967355057997289,0.6202857362316613,0.7214142201697302,0.3731778425655984,0.8676803216888666,0.9586693548387096,0.6466908520443181,0.2924120166730549,0.7439830289602639,0.7755914756842527,0.3731778425655984,0.5462910909707924,Seychelles,SYC,SYC,Sub-Saharan Africa,High income,2026,69.58,37.5,100.0,58.25,75.0,100,100.0,58.25,25.0,75,66.75,29.38,6.25,75.0,25.0,12.5,37.5,25.0,50.0,0.0,12.5,50.0,58.86,28.13,96.88,38.5,71.88,84.38,96.88,35.38,21.88,65.63,49.06
Zimbabwe,ZWE,98.057,2195.22492079245,62.178,65.013,358.0,30.6818181818182,94.6070022583008,60.20214459287705,9.516,0.6130618798136043,0.343282654188705,0.735156310008449,0.3079737307703842,0.5009276437847869,0.7660718773561196,0.6401209677419355,0.3620812497957315,0.4781722670011546,0.7506140936822843,0.4367253161026838,0.5009276437847869,0.5416098301427275,Zimbabwe,ZWE,ZWE,Sub-Saharan Africa,Lower middle income,2026,62.3,31.25,100.0,50.0,75.0,75,50.0,0.0,75.0,75,91.75,47.6,54.25,75.0,41.75,62.5,62.5,25.0,0.0,42.5,37.5,75.0,46.41,20.31,75,31.25,37.5,75,31.25,0,62.5,68.75,62.56
